id,user_name,leaning
18197740,eRepublic,REPUBLICAN
406295914,DavidAWright1,DEMOCRAT
316590739,proverbofday,REPUBLICAN
45842973,GRTL,REPUBLICAN
424409927,GeorgeTMcDonald,REPUBLICAN
98906881,BetsyHoover,DEMOCRAT
2240190258,terryw200,REPUBLICAN
128874159,SharonBowlesUK,DEMOCRAT
71332635,jerrymadden,REPUBLICAN
359928092,AllieinMO,REPUBLICAN
14529929,jaketapper,DEMOCRAT
72955172,lifehaspurpose,REPUBLICAN
177824006,VWAimlessly,DEMOCRAT
43919633,kilmeade,DEMOCRAT
2347389008,RLP379,DEMOCRAT
78565403,WellThought_Out,REPUBLICAN
336103002,Sendiane,DEMOCRAT
177543335,OzEquitist,REPUBLICAN
1955339790,s_tnwanant,DEMOCRAT
18335850,VincentAJE,REPUBLICAN
1105102566,cats13136,DEMOCRAT
16388149,BernieLutchman,REPUBLICAN
18169837,mluethy,REPUBLICAN
1084375028,JasonMillerinDC,REPUBLICAN
36735770,BobCaton,DEMOCRAT
47940576,MichaelAYoussef,REPUBLICAN
2803113772,LiberalEbola,DEMOCRAT
17819885,ddrovetta,REPUBLICAN
19863559,sjones524,REPUBLICAN
743163666,HHardy1943,DEMOCRAT
241635930,innovationohio,DEMOCRAT
16498923,GreenPages,DEMOCRAT
15251225,genecrawford,REPUBLICAN
223139420,mdreps,REPUBLICAN
972898423,Leroy_Garcia,DEMOCRAT
562924534,Certo_1,REPUBLICAN
461095367,DanielGrayton,REPUBLICAN
35955737,FreedomBill_CA,REPUBLICAN
16287495,billmurphy,REPUBLICAN
25667531,tonyalmq,DEMOCRAT
91328704,spencerfrye,DEMOCRAT
32995183,Greencastlehill,REPUBLICAN
1157194328,Iservedrinks,DEMOCRAT
41538183,repcampbell,DEMOCRAT
213861803,deancv1958,DEMOCRAT
74482441,GaRepublicans,REPUBLICAN
215792580,bluebonnetbunny,DEMOCRAT
2981606896,GLATraining,REPUBLICAN
238177562,RoyBluntPress,REPUBLICAN
329706765,AFPMissouri,REPUBLICAN
274581613,SteveIsraelNY,DEMOCRAT
243267748,Mickey_Kearns,DEMOCRAT
8.819828214595215e+17,KC_Spencer,DEMOCRAT
97705675,lizflock,DEMOCRAT
257933772,usaforamericans,REPUBLICAN
85193826,Hollywooddems,DEMOCRAT
954657532849193e+17,nschim,DEMOCRAT
35535716,samkelly16,DEMOCRAT
172852209,BNLieb,DEMOCRAT
15625434,The_Monarch,REPUBLICAN
190401318,kevinbryantsc,REPUBLICAN
80919097,musoftolerance,REPUBLICAN
9.201022732623012e+17,TheresaShamanka,DEMOCRAT
431742890,DrTurleyTalks,REPUBLICAN
1887336738,haroonullah,DEMOCRAT
60046211,J_Democrates,DEMOCRAT
135222992,stevegress19,DEMOCRAT
67623033,KingofPolitics,REPUBLICAN
1198805312,OnMessageInc,REPUBLICAN
474091228,ellington_b,DEMOCRAT
120877403,masg66,DEMOCRAT
32281887,pizzapolitico,REPUBLICAN
75904087,rickperryfacts,REPUBLICAN
32145599,bradherold,REPUBLICAN
24475611,WCrates,REPUBLICAN
15757578,Uncle_Jimbo,REPUBLICAN
1494243673,jonburtonhx,DEMOCRAT
2328752058,Pissed_Pat,REPUBLICAN
346801789,RHamilton542,REPUBLICAN
794645850,ObamasMentors,REPUBLICAN
32789881,bob4gov_now,DEMOCRAT
425967837,CDAY_ED,DEMOCRAT
1870222346,jamohio9719,REPUBLICAN
1258136930,OhioDemocracy,DEMOCRAT
341228254,DeweyMai,DEMOCRAT
428467308,HoustonBarnes,DEMOCRAT
2159644136,jhayjph,DEMOCRAT
3131256520,CatoCMFA,REPUBLICAN
552010538,1GooDDaDDy_,REPUBLICAN
247591382,Phenix2011,DEMOCRAT
56449803,keichri,REPUBLICAN
16091981,Rainbojangles,DEMOCRAT
13708122,SirAlexMurphy,DEMOCRAT
2176046582,mikelm31,DEMOCRAT
68505627,Brumbarger,REPUBLICAN
77018791,kerryeroberts,REPUBLICAN
1097268498,ArizonaAFP,DEMOCRAT
16875531,longhawl,REPUBLICAN
21954690,Sharon1943,DEMOCRAT
249785871,harveypeeler,REPUBLICAN
15407632,aurabogado,DEMOCRAT
17979466,mptomei,DEMOCRAT
112436394,MrTanak,REPUBLICAN
959601229,Orwells_Dilemma,REPUBLICAN
87303824,dennisroch,REPUBLICAN
605660985,wilsonforkansas,DEMOCRAT
79770902,yiawda,DEMOCRAT
49615301,HarryReid,DEMOCRAT
9554452,markwinburn,DEMOCRAT
20046986,RandyBrogdon,REPUBLICAN
74831215,snkscoyote,DEMOCRAT
14091360,MichaelWilliams,REPUBLICAN
92601300,RobertSEshelman,DEMOCRAT
408884241,cj6444,DEMOCRAT
18072060,joekiddone,REPUBLICAN
27364230,padresteve,DEMOCRAT
97702400,SMacB,REPUBLICAN
27753686,ninasophia81,DEMOCRAT
23474111,BruceZobel,DEMOCRAT
106973819,StarChamberMaid,REPUBLICAN
111492406,BrentHBaker,DEMOCRAT
3900500781,salvvanni,DEMOCRAT
16461363,blzrul,DEMOCRAT
21564446,debster7301,REPUBLICAN
39520162,NJ_Politics,DEMOCRAT
330476431,LenKieseTV,REPUBLICAN
18085447,danedri,DEMOCRAT
18804994,MarkObenshain,REPUBLICAN
54583995,virgilfludd,DEMOCRAT
49435857,arkg717,DEMOCRAT
52620818,cihangirlikedi,REPUBLICAN
112003104,FrancoIKU,DEMOCRAT
74568060,GeorgiaDemocrat,DEMOCRAT
415063085,TheWhyMovement,DEMOCRAT
1552494835,KurtRobson101,DEMOCRAT
361715860,DougSmithNY,REPUBLICAN
323599188,gaywonk,DEMOCRAT
37820650,DePasqualePA,DEMOCRAT
8.87017913164587e+17,Cynlorrine23,DEMOCRAT
46427814,DanielSchulman,DEMOCRAT
25505732,libertycounsel,REPUBLICAN
46598192,EverythingNYC,DEMOCRAT
97627232,MattDeLucia,DEMOCRAT
340248585,cole_samples,REPUBLICAN
244772915,CountJamie,REPUBLICAN
1536736850,Martha4MO,DEMOCRAT
143524116,mayoredkoch,DEMOCRAT
117510407,ignorancecosts,REPUBLICAN
19877089,GodSaveAmerica1,REPUBLICAN
18123284,HernanMolinaTV,DEMOCRAT
48465637,harleytwtr,DEMOCRAT
21921884,mikezagari,DEMOCRAT
169911659,MarkAdomanis,DEMOCRAT
236479311,RepRichNugent,REPUBLICAN
74923166,GPParaz,REPUBLICAN
76147989,GoldyHA,DEMOCRAT
620698212,zorn17,REPUBLICAN
92210740,LisaForKansas,DEMOCRAT
2164206792,OCwebsitegirl,REPUBLICAN
2724563700,getoffthefence1,DEMOCRAT
316739994,ACSpollen,REPUBLICAN
494397058,WhitAyres,REPUBLICAN
1449825115,FredContrada,REPUBLICAN
2382573770,SeniorChronicle,DEMOCRAT
1279467138,FlyOSUBuckeye1,REPUBLICAN
18196566,LauraCarter,DEMOCRAT
19662335,Mark_Penn,DEMOCRAT
8.222156797261005e+17,POTUS,DEMOCRAT
3228047383,Twtk818,DEMOCRAT
112643966,SenatorOlsen,REPUBLICAN
268252645,OrgForAction,DEMOCRAT
8.140395159752581e+17,UniteUsAll,REPUBLICAN
960932186,ProgressKy,DEMOCRAT
17572116,robints,REPUBLICAN
535079024,Eva4organizing,DEMOCRAT
27159231,WilTal,DEMOCRAT
74976053,JeremyOkelley,DEMOCRAT
38466830,JewishPress,REPUBLICAN
46730782,timmyisanerd,DEMOCRAT
90935128,1stLiberty,REPUBLICAN
87565499,bobwrightATL,REPUBLICAN
1061449832,technoobrat,DEMOCRAT
282695161,WayneDupreeShow,REPUBLICAN
55348094,Tommy_USA,REPUBLICAN
372907147,HalFurman,REPUBLICAN
529123058,BernieLBJ12,DEMOCRAT
2183727324,_heynen,REPUBLICAN
103979872,midtownNY,DEMOCRAT
49035017,mijoda3,DEMOCRAT
770597294,yrhumgasset,REPUBLICAN
2080931,yintercept,REPUBLICAN
280673445,RenkoStyranka,DEMOCRAT
23678096,Gunservatively,REPUBLICAN
893231,joshpaul,REPUBLICAN
3488471,amandalitman,DEMOCRAT
18704439,cyndeZu,DEMOCRAT
32272710,Mama4Obama1,REPUBLICAN
1135553516,wgallagher02,DEMOCRAT
164412502,gwenifill,DEMOCRAT
180209895,SHannitysHair,REPUBLICAN
5484532,BrianFaughnan,REPUBLICAN
38326959,SenMarkoLiias,DEMOCRAT
600470774,CoopForCongress,DEMOCRAT
16218417,KellyAnneSmith,REPUBLICAN
18435759,aspendew,DEMOCRAT
355589054,DanielCannon,REPUBLICAN
62981355,sweeneyman18,REPUBLICAN
214982390,mklanthony,REPUBLICAN
112062206,ShaneAHayes,REPUBLICAN
8552842,sarahnewton,DEMOCRAT
5446992,ReubenIngber,DEMOCRAT
261482816,jodyph1,REPUBLICAN
1052046588,JRBMAY87,DEMOCRAT
1325842705,PryorForSenate,DEMOCRAT
1552125739,AlisonSpalding2,DEMOCRAT
37323294,uniqueloves,REPUBLICAN
94789964,dalkeyhead,REPUBLICAN
111720422,ward32chicago,DEMOCRAT
137823987,BlumenauerMedia,DEMOCRAT
18030672,senatortomdavis,REPUBLICAN
19791281,davidfholt,REPUBLICAN
104914594,Phil_Mattingly,DEMOCRAT
15949696,theprospect,DEMOCRAT
237840144,cbsnewsman,DEMOCRAT
57790392,OFA_AK,DEMOCRAT
255951248,ebenjones,REPUBLICAN
39514330,YOGUARD,REPUBLICAN
2712101100,ParvaSaeua,REPUBLICAN
15521917,stevematic,DEMOCRAT
185076970,hugh_mcdermott,REPUBLICAN
17968719,lynnbaby13,REPUBLICAN
295051094,MitchRass,REPUBLICAN
18918084,jstineman,REPUBLICAN
22889792,moxieu,REPUBLICAN
18258453,WaHouseGOP,REPUBLICAN
2266705999,BillieJeanTV,REPUBLICAN
7.956291903306138e+17,AssemblymanWiz,DEMOCRAT
1157028487,wizzardsd,REPUBLICAN
27979434,madams104,DEMOCRAT
469503813,SenGuzman,DEMOCRAT
243001984,konoboe,DEMOCRAT
57750835,JodiOchstein,DEMOCRAT
286506215,karenaboutgary,DEMOCRAT
219010139,AnnLWagner,REPUBLICAN
419736961,Caveman2743,DEMOCRAT
803220132,ageistewart,REPUBLICAN
45658900,W_Paul_Williams,REPUBLICAN
30035684,MikeMunzing,REPUBLICAN
2149827662,KenandJudyCrb,REPUBLICAN
159062306,ThaiKhuFah,DEMOCRAT
26812093,tgriffinnc,REPUBLICAN
30130714,bbkenn92,DEMOCRAT
2874016528,RepSchweyer,DEMOCRAT
16385605,Derameth,REPUBLICAN
59868822,riley1999,REPUBLICAN
14317656,brittmce,DEMOCRAT
411701635,japerez53,REPUBLICAN
1394884184,CarrollDems,DEMOCRAT
26293523,nathanbarankin,DEMOCRAT
3088992136,eximexposed,REPUBLICAN
90345609,PaulFerro,REPUBLICAN
18673531,hippership,REPUBLICAN
121184959,TonyDijamco,REPUBLICAN
76692861,OFA_TX,DEMOCRAT
80142054,zarahti,DEMOCRAT
44135303,CookCountyBoard,DEMOCRAT
76582036,FlexYourRights,REPUBLICAN
30486914,ChrissyKohler,REPUBLICAN
49207725,Angelemichelle,REPUBLICAN
892003255,KiloMick,REPUBLICAN
353072465,IsabelFramer,DEMOCRAT
1413995599,RickWeilandTIB,DEMOCRAT
346402393,Abq01,DEMOCRAT
43013901,caffeinehusky,DEMOCRAT
21935703,johnleesandiego,DEMOCRAT
35946122,Alex_Cornell,DEMOCRAT
39519548,FrybreadSoldier,DEMOCRAT
1259610296,CMKoslowitz,DEMOCRAT
425353573,ComptrolLembo,DEMOCRAT
2452170740,AZProgressives,DEMOCRAT
221854190,plynch1036,DEMOCRAT
68115226,bjpaddy,DEMOCRAT
337267979,JohnAtlanta,DEMOCRAT
230973154,ThomasMassieKY,REPUBLICAN
48787496,ProseAndThorn,DEMOCRAT
80043645,SecTreHargett,REPUBLICAN
178151665,smartbloger,REPUBLICAN
65664245,GUSMAR80,DEMOCRAT
87761584,BeingLiberal,DEMOCRAT
185538865,AltConservative,REPUBLICAN
562385224,Abramson44,REPUBLICAN
16554252,sandrablue925,DEMOCRAT
35367443,marcywinograd,DEMOCRAT
547724068,ObermuellerMike,DEMOCRAT
2716100047,FreedomChild3,REPUBLICAN
49624977,da66y,DEMOCRAT
236696059,AuditorSchweich,REPUBLICAN
253016817,Tarynfc,REPUBLICAN
461403403,oliviadiaz,DEMOCRAT
2428264950,denisemourges,DEMOCRAT
26063171,DanaHoule,DEMOCRAT
223890696,dalybrandon,REPUBLICAN
2516309898,SenFraser,REPUBLICAN
39308373,mattklapper,DEMOCRAT
63869237,jena3307,DEMOCRAT
1736936754,cjolds,REPUBLICAN
2965112411,FFloodgates,REPUBLICAN
135862550,Jimmibabe,DEMOCRAT
512467606,ramona_davis,DEMOCRAT
34036294,AngieGutenson,REPUBLICAN
280013332,1hot50yrold,REPUBLICAN
18204604,MLAS,REPUBLICAN
22312331,ajain31,DEMOCRAT
17878650,teambrewer,REPUBLICAN
57803124,InequalityIsBad,DEMOCRAT
569026093,RandyHuntCPA,REPUBLICAN
101846064,BrianHDarling,REPUBLICAN
309253953,AndersonDrew,DEMOCRAT
293283129,RobertSarvisVA,REPUBLICAN
47740393,BailoutU,DEMOCRAT
452172857,DestiGrace1,DEMOCRAT
23498379,renmicpa,DEMOCRAT
787373558,RepCummings,DEMOCRAT
348493456,JLTouadi,DEMOCRAT
7.71051608557822e+17,PalmettoScoop,REPUBLICAN
120355879,mediachristian4,DEMOCRAT
389242668,MorganMcGarvey,DEMOCRAT
1004070072,KH12_Keyhole,REPUBLICAN
23069830,KarlQuick,REPUBLICAN
376884268,karmacamilleon1,REPUBLICAN
143906884,JohnOceguera,DEMOCRAT
24427844,tafkam08,REPUBLICAN
21467720,Millerita,REPUBLICAN
15075753,taxreformer,REPUBLICAN
26201690,OllyGrender,DEMOCRAT
609562674,KristinPHill,REPUBLICAN
443858973,Leslie_H20,REPUBLICAN
244615889,masoudkr,DEMOCRAT
79476161,BenManski,DEMOCRAT
16215061,timothy_burns,REPUBLICAN
16323067,wikiworf,REPUBLICAN
221944148,DiffuserBeads,DEMOCRAT
1618046966,YellowFringeUS,DEMOCRAT
743787350,GreekVikingX,DEMOCRAT
52189673,48thAve,DEMOCRAT
2188196646,NoHolidayforGOP,DEMOCRAT
50405341,ACLUNJ,DEMOCRAT
239612618,Burkealurk,REPUBLICAN
83436796,SSCJoCoKs,REPUBLICAN
97732796,DelMaryW,DEMOCRAT
2852459437,chasbtid47,DEMOCRAT
18808586,OwenBrennan,REPUBLICAN
17576745,bfgpollara,DEMOCRAT
1145614250,liberalgirl4,DEMOCRAT
525884669,TwistedinGa,REPUBLICAN
236475957,MayorOLeary,DEMOCRAT
1220360485,ericdchristen,REPUBLICAN
2363057095,TPInsidr,REPUBLICAN
217649062,7kidchaos,REPUBLICAN
57527518,jeffunderwood71,REPUBLICAN
221175142,SusanVigilante,REPUBLICAN
2798075707,aldenrosbrook,DEMOCRAT
1347416502,HillmanArk,DEMOCRAT
479644360,RogerWilliamsLD,DEMOCRAT
21857452,PsychicRadio,REPUBLICAN
148393922,bamagirl0117,REPUBLICAN
817736322,Frappingline,REPUBLICAN
1587395754,IzardSteve,REPUBLICAN
30598804,debrain3d,REPUBLICAN
1064383627,MiracleMileDems,DEMOCRAT
134934712,V1ct0rCR0cc0,DEMOCRAT
62847703,abelherrero,DEMOCRAT
49593865,cosmoweb,DEMOCRAT
2424290599,AMPerRage,REPUBLICAN
17662901,chrisworthy,REPUBLICAN
63322786,ToiHutchinson,DEMOCRAT
88440926,Moazzam_Begg,DEMOCRAT
58367271,pashbrooke,REPUBLICAN
4542658332,5000YrLeap,REPUBLICAN
32676418,ShannonRitenour,DEMOCRAT
334753435,objectivetruths,REPUBLICAN
42166992,rtinaz,REPUBLICAN
59850479,AmyMac418,REPUBLICAN
58559328,skeptishrink,DEMOCRAT
104194584,PAHDCC,DEMOCRAT
26555279,Telethonitalia,DEMOCRAT
69383600,dennisdaugaard,REPUBLICAN
279164084,Watchdogsniffer,DEMOCRAT
15355050,conorjrogers,REPUBLICAN
1966026648,Karey1975,REPUBLICAN
964426362,ABiCduckie,REPUBLICAN
604914237,nc2fl2011,REPUBLICAN
17340590,cindyscott54,DEMOCRAT
52490379,celticselky,REPUBLICAN
18523715,aaronmelton,REPUBLICAN
118953812,RadioFreeUnite,REPUBLICAN
122776963,HistoryofMatt,REPUBLICAN
357049620,KieranLalor,REPUBLICAN
396188102,susanbrandon96,DEMOCRAT
17355922,FreelanceLance,REPUBLICAN
22270213,gomyd,DEMOCRAT
23839068,TexasYRs,REPUBLICAN
577387565,firefighter9228,DEMOCRAT
52623529,cindypope,DEMOCRAT
15771482,kevinholtsberry,REPUBLICAN
2350582398,Williams64K,DEMOCRAT
801082,debaser,REPUBLICAN
345455112,Smartypants60,DEMOCRAT
118228048,chrisjohnson82,DEMOCRAT
2799713600,Hipster__Bunny,REPUBLICAN
15793787,GlenWoodfin,REPUBLICAN
14322567,miss_s_b,DEMOCRAT
32489614,suesista,DEMOCRAT
15129956,tedceleste,DEMOCRAT
2217356155,nmhunter1,REPUBLICAN
217575068,rockynickydog,DEMOCRAT
29208857,mmahathy,REPUBLICAN
41019124,GodsWordisTruth,REPUBLICAN
309870214,SabeerAbdulla,DEMOCRAT
2607123872,CounsellJake,DEMOCRAT
22530967,TCDP,DEMOCRAT
5680622,LibDems,DEMOCRAT
2225959311,ObaSchor,DEMOCRAT
21680751,roddyoyoung,REPUBLICAN
22157996,DomStampone,DEMOCRAT
6284342,colorpoetry,DEMOCRAT
43456927,pfoltzed,DEMOCRAT
14495784,allen_alley,REPUBLICAN
22836475,tnsenate,REPUBLICAN
2601873347,mikeylangrehr,DEMOCRAT
16288269,mradamtaylor,DEMOCRAT
139188024,AldTomTunney,DEMOCRAT
891295957,PeopleYouNeed,REPUBLICAN
3862883603,DavidGowanAZ,REPUBLICAN
2948498969,OneNubianGurl,DEMOCRAT
58592705,TFRW,REPUBLICAN
62009570,Kriseman,DEMOCRAT
18026733,politicsiswar,REPUBLICAN
134857009,CUMoveYourMoney,DEMOCRAT
105247544,LouisianaYRs,REPUBLICAN
181296293,CyndeeG36,DEMOCRAT
877892594279834e+17,TheAnt2,DEMOCRAT
312134473,RepLindaSanchez,DEMOCRAT
22634719,MayhemV,DEMOCRAT
56257903,asmMelendez,REPUBLICAN
43460803,nilereflection,DEMOCRAT
18125737,irf01,REPUBLICAN
243396400,proudliberal305,DEMOCRAT
19135664,christopherguz,REPUBLICAN
3244259818,noBushNoHiliary,REPUBLICAN
3723723982,Ma1973sk,DEMOCRAT
159207837,vicstev,DEMOCRAT
18083379,WomenGunOwners,REPUBLICAN
68881091,starlightcrow,REPUBLICAN
41711130,frankdemartini,REPUBLICAN
242360090,CLievsay,REPUBLICAN
515052428,scaruso5555,DEMOCRAT
32497478,KLSouth,DEMOCRAT
3026155783,KitzmillerLee,REPUBLICAN
2442297103,FullFathomFive1,DEMOCRAT
22507908,LatinoTownhall,DEMOCRAT
32172101,RodneyRHubbard,DEMOCRAT
424336839,JasonLowenthal,DEMOCRAT
124318664,KeithJFrederick,REPUBLICAN
108779641,RootsofLiberty,REPUBLICAN
524779453,lamproce,DEMOCRAT
479003227,SenatorHensley,DEMOCRAT
24022663,leloneUW_FL,DEMOCRAT
20889358,Jayne720,REPUBLICAN
24591942,GodRevealed,REPUBLICAN
1280705166,madeUlookhuh,DEMOCRAT
289488116,TaylorBiehl,REPUBLICAN
3783065723,harris4assembly,DEMOCRAT
17293906,phonemanA,REPUBLICAN
301212396,TigCook,REPUBLICAN
31538488,EglantinaZingg,DEMOCRAT
349195650,Sarah_Swinehart,REPUBLICAN
11427462,wilsonchris,DEMOCRAT
444217420,annacwills,REPUBLICAN
84135023,JimW_in_NM,REPUBLICAN
168818394,mediapolitic,DEMOCRAT
1602384594,GBarton53smokey,DEMOCRAT
35301955,Vamike57,DEMOCRAT
16071687,EdDietrich,DEMOCRAT
55329156,RNCResearch,REPUBLICAN
8370082,DemConvention,DEMOCRAT
42240822,Alexandrea_Grif,REPUBLICAN
381928011,marthaHigh,DEMOCRAT
1244555798,LeisureHuman,REPUBLICAN
23795692,mngop,REPUBLICAN
1485880807,TorcerT,REPUBLICAN
741497881,Shea7Shea,DEMOCRAT
22730618,PeterLaBarbera,REPUBLICAN
860508204,txgirl1963,DEMOCRAT
931708220,hannahkauthor,REPUBLICAN
15455253,nedryun,REPUBLICAN
19978049,richferrer,REPUBLICAN
24789484,puxxled,DEMOCRAT
2851450027,SmartpplMatter2,REPUBLICAN
14197060,lfeatherstone,DEMOCRAT
71969051,HealHealthcare,DEMOCRAT
1679564684,SouthMeetsWest,REPUBLICAN
397589434,JacobHummel,DEMOCRAT
20806365,WaltLeger,DEMOCRAT
2670772172,ralphb47,DEMOCRAT
17934084,ConservativeLA,REPUBLICAN
78445977,GerryConnolly,DEMOCRAT
743488590,MarcSteinorth,REPUBLICAN
3110899521,MikeVee5,REPUBLICAN
613828859,nancykmareka,DEMOCRAT
171733309,schoolchoicewk,DEMOCRAT
66990324,delterrykilgore,REPUBLICAN
22007104,ErikPolitx,DEMOCRAT
2296620883,senatorlibous,REPUBLICAN
873470365,Moperfectunion,DEMOCRAT
41637248,vaughnross,DEMOCRAT
11640472,anamariecox,DEMOCRAT
1286905933,dijames1145,DEMOCRAT
562833413,johnmcdonald108,DEMOCRAT
8329172,CJMarsicano,DEMOCRAT
15772733,EdEspinoza,DEMOCRAT
17545469,norwind,DEMOCRAT
